,Country,Start_Year,End_Year,F5_Avg,CS_Avg,F5_Start,F5_End,CS_Start,CS_End,Delta_F5,Delta_CS,Pct_Delta_F5,Pct_Delta_CS,Total_Tapio_Elasticity
0,Algeria,1975,2020,8.30759862603218e-10,1.6437697668999998,1.3158975455950014e-10,1.4137981800770916e-09,0.154740658,3.460795169,1.2822084255175915e-09,3.3060545109999997,1.5434164350450708,2.011263729004408,0.7673864012896382
1,Argentina,1975,2020,4.2585440323953886e-10,1.520088378,8.17997223138822e-11,4.809990189658504e-10,0.205075469,2.05881987,3.991992966519682e-10,1.8537444010000002,0.9374079347664337,1.2194977790955783,0.7686835932260966
2,Australia,1975,2020,4.004634901027572e-10,1.6125056100000001,4.2264245304446446e-10,4.860484237898321e-10,1.073950892,2.685450235,6.340597074536762e-11,1.6114993429999998,0.15833146419689326,0.9993759606206887,0.15843033096229106
3,Austria,1975,2020,1.5549012588566431e-09,1.4766666955999999,1.5147374505105672e-09,1.4633996725243252e-09,0.996010206,1.819372837,-5.133777798624202e-11,0.823362631,-0.03301674475715065,0.557581906230675,-0.05921416098371639
4,Azerbaijan,1975,2020,4.683635722043932e-10,0.31921766690000003,3.8300497100957883e-10,6.169858791352623e-10,0.168918196,0.557971703,2.3398090812568346e-10,0.38905350699999997,0.49957110674605265,1.2187718517530457,0.40989714853316
5,Bangladesh,1975,2020,1.0032498706585055e-09,2.3894875403,2.982279954176566e-11,2.0841260005381102e-09,0.015535538,5.973292122,2.0543032009963444e-09,5.957756584,2.0476486078667087,2.4933197949431465,0.8212539009314687
6,Belarus,1975,2020,5.47955076706865e-10,0.5802691938999999,6.316222991152102e-10,5.806915771631468e-10,0.485639813,0.797453467,-5.093072195206348e-11,0.311813654,-0.09294689312516301,0.5373603446088439,-0.1729693939228453
7,Belgium,1975,2020,1.0640946539823281e-09,1.2893593527999998,1.1589111746529149e-09,1.0549660591743236e-09,0.953602847,1.725732047,-1.0394511547859129e-10,0.7721292,-0.09768408767921274,0.5988471703588515,-0.16312022919082478
8,Brazil,1975,2020,5.077146863689326e-10,6.772624380400001,3.676111340989128e-10,6.202856954404468e-10,3.103459915,10.78675689,2.52674561341534e-10,7.683296974999999,0.4976703808759378,1.1344637681716836,0.4386833628701865
9,Bulgaria,1975,2020,1.1326622435708406e-09,0.7832563191,1.4937867644386242e-09,8.669653991123161e-10,0.815380709,0.807143122,-6.268213653263081e-10,-0.00823758699999999,-0.5534053676497468,-0.010517102510536247,52.619565806773686
10,Canada,1975,2020,6.576582829472153e-10,2.8781004403,6.249518222992197e-10,8.145695832683673e-10,2.004066306,4.461663848,1.8961776096914762e-10,2.457597542,0.2883226226839245,0.8538956832735939,0.3376555571502333
11,Chile,1975,2020,5.879730722600245e-10,0.6766036917,3.1749954427776816e-10,9.933215508182488e-10,0.241697539,1.424532703,6.758220065404807e-10,1.1828351639999999,1.1494097917491124,1.7481949603734328,0.6574837577060549
12,China,1975,2020,1.8582133455462447e-09,124.59173273460001,2.571183920641597e-10,3.98551224701979e-09,5.143255126,359.1951756,3.72839385495563e-09,354.05192047400004,2.006440145256638,2.841696737842039,0.7060711716832642
13,Colombia,1975,2020,1.0702972760417102e-09,1.4899615009,7.252799751533586e-10,1.3916572344302402e-09,0.663389572,2.400922331,6.663772592768816e-10,1.7375327589999998,0.6226095069038674,1.166159500061214,0.5338973844239878
14,Croatia,1975,2020,3.498740998005565e-10,0.1661868387,0.0,5.968009767269246e-10,0.0,0.326303961,5.968009767269246e-10,0.326303961,1.705759234727941,1.9634765517685966,0.8687443876991975
15,Cyprus,1975,2020,1.7360035873880648e-09,0.1840105903,1.4100470027515174e-09,2.3794901898401683e-09,0.100647463,0.355108263,9.694431870886508e-10,0.2544608,0.5584338616184796,1.382859538601241,0.40382543998889003
16,Czechia,1975,2020,1.2132403458739265e-09,1.3413674054000002,1.6912358336413577e-09,1.1466515506973243e-09,1.426089021,1.690927597,-5.445842829440334e-10,0.26483857600000005,-0.4488676005509495,0.19743925112078023,-2.273446632333315
17,Denmark,1975,2020,7.387870291486823e-10,0.5043718746,9.747179878228766e-10,8.192595963522555e-10,0.488717704,0.725523872,-1.554583914706211e-10,0.23680616800000004,-0.21042382356084222,0.4695070838115287,-0.4481802954975464
18,Ecuador,1975,2020,6.811276506667038e-10,0.5628683346,2.154590437920931e-10,8.757260416821674e-10,0.104195835,0.885099533,6.602669978900743e-10,0.780903698,0.9693733579069789,1.3873647707593038,0.6987155637348651
19,Egypt,1975,2020,1.407466453955858e-09,3.375400224,5.063544517067505e-10,1.9837176788109674e-09,0.569666355,6.696293512,1.477363227104217e-09,6.126627157,1.0496614132094626,1.8150816941463828,0.5782998179060526
20,Estonia,1975,2020,5.924369662831195e-10,0.10328353529999998,9.004659742621345e-10,6.295540950725185e-10,0.126688647,0.136085078,-2.7091187918961596e-10,0.00939643100000001,-0.4572838877514439,0.0909770465612636,-5.026365495867253
21,Finland,1975,2020,8.012638030276729e-10,0.3731336118,1.0226818731494733e-09,7.820749607700195e-10,0.34966871,0.475393362,-2.4060691237945384e-10,0.125724652,-0.3002842652698042,0.33694271441670215,-0.8912027250378178
22,France,1975,2020,6.161854533509957e-10,4.895482103600001,8.037957893287284e-10,5.765316588302973e-10,4.580192099,6.213354856,-2.272641304984311e-10,1.633162757,-0.36882423832387257,0.33360611323632816,-1.1055679847886832
23,Germany,1975,2020,1.0498002437723856e-09,8.326411000899999,1.270755912873898e-09,1.029578759139224e-09,7.450559762,10.71350308,-2.4117715373467405e-10,3.2629433180000005,-0.22973623331236845,0.3918787239360764,-0.5862431902525109
24,Greece,1975,2020,1.8007611023992771e-09,1.7108275968000002,1.6773793429772811e-09,9.099839301439669e-10,1.251845219,1.146365782,-7.673954128333142e-10,-0.10547943700000006,-0.4261505936633465,-0.06165404228765832,6.911965182673055
25,Hong Kong,1975,2020,9.852010005656719e-09,0.6320534279000001,2.629852132851389e-09,2.015249227319158e-08,0.088961039,1.593617333,1.7522640140340192e-08,1.5046562940000001,1.7785852968357965,2.380584025941013,0.7471214111557123
26,Hungary,1975,2020,7.027088562716422e-10,0.7523678958000001,8.502040730309338e-10,5.416929844865676e-10,0.694228164,0.756628579,-3.085110885443661e-10,0.06240041500000004,-0.4390311660240507,0.0829386997349868,-5.293441631311832
27,Iceland,1975,2020,1.3539517693289444e-09,0.037399581,1.6028612785638686e-09,1.7872757050597314e-09,0.033078245,0.059612129,1.8441442649586282e-10,0.026533884,0.13620457587441512,0.7094700873787864,0.1919807167313249
28,India,1975,2020,8.126867852619792e-10,22.7850098691,3.5998144259241174e-10,1.4154665320752511e-09,3.442607892,57.63515776,1.0554850894828393e-09,54.192549868,1.2987600003149937,2.378429949310379,0.5460577052906547
29,Indonesia,1975,2020,6.533296657941911e-10,6.207994789799999,5.029907660669216e-11,1.245950069020744e-09,0.205937264,13.85409336,1.195650992414052e-09,13.648156096000001,1.830088322961138,2.1984805977003243,0.8324332381534157
30,Iran,1975,2020,1.4722515578343205e-09,5.1507525221999995,3.6653109205656236e-10,2.317968099225815e-09,0.769628921,10.5146178,1.951437007169253e-09,9.744988879,1.3254779706532036,1.8919543963719112,0.7005866384491054
31,Iraq,1975,2020,1.5956776616364078e-09,2.0129399509,4.451549496203002e-10,3.2178570395481426e-09,0.367645396,5.471348788,2.7727020899278423e-09,5.103703392,1.7376329546935978,2.5354474134800182,0.685335828877877
32,Ireland,1975,2020,8.42479640333798e-10,0.5356479787999999,6.838879122868009e-10,7.785276034773068e-10,0.297936524,0.630741141,9.46396911905059e-11,0.332804617,0.11233469232919244,0.6213121866819599,0.18080233212405156
33,Israel,1975,2020,2.6618223338320214e-09,1.0280758092,1.6592323341277364e-09,3.383150744981509e-09,0.41951287,1.6985019,1.7239184108537725e-09,1.27898903,0.6476459337434364,1.2440610104377894,0.5205901706665716
34,Italy,1975,2020,1.3776407706226816e-09,7.7817582379,1.6185567793733902e-09,8.313447188490184e-10,6.975844848,6.218583212,-7.872120605243718e-10,-0.757261636,-0.5714204147490196,-0.09731240843641989,5.872020063323818
35,Japan,1975,2020,1.9073615536680948e-09,21.679128326999997,1.1256366570648864e-09,1.6748997346237069e-09,10.06222608,23.2873617,5.492630775588205e-10,13.225135620000001,0.28797008962591225,0.6100400080905892,0.47205115370588857
36,Kazakhstan,1975,2020,8.355198573778118e-10,1.3901482674,1.2581161395784983e-09,8.539057028457987e-10,1.351345565,2.13775208,-4.0421043673269964e-10,0.7864065149999999,-0.48378315986560766,0.5656997411296416,-0.8551942394379475
37,Kuwait,1975,2020,2.707775204692841e-09,0.5498764048,0.0,6.739204873913884e-09,0.0,1.580416542,6.739204873913884e-09,1.580416542,2.4888346943402757,2.874130492241845,0.8659435265929643
38,Latvia,1975,2020,3.763285445794223e-10,0.0912623018,4.4804902538376023e-10,3.409885809897715e-10,0.084459098,0.098273902,-1.0706044439398872e-10,0.013814804,-0.2844866432166007,0.1513747048619806,-1.8793539084088589
39,Lithuania,1975,2020,6.686485755269151e-10,0.2707936474,9.938497139464595e-10,5.821577697082501e-10,0.316721617,0.310312502,-4.116919442382094e-10,-0.006409115000000021,-0.6157075021266347,-0.02366789273506429,26.01446225140509
40,Luxembourg,1975,2020,2.251684452949791e-09,0.11697582299999998,2.0202983885828512e-09,2.785708943703099e-09,0.067886519,0.204193513,7.654105551202479e-10,0.136306994,0.3399279833004715,1.1652578328087506,0.29171911462813793
41,Malaysia,1975,2020,1.7303655007088236e-09,2.8604493784,4.669276332256202e-10,2.3748844932173967e-09,0.295736304,5.213048534,1.9079568599917763e-09,4.91731223,1.1026322815672207,1.719069831171252,0.6414121529990235
42,Mexico,1975,2020,8.465987036654077e-10,5.884384271499999,6.231017300854957e-10,1.0354188980075099e-09,2.383072167,10.86230273,4.1231716792201413e-10,8.479230563,0.48702787535211,1.4409715905311777,0.3379857580485535
43,Morocco,1975,2020,1.6759713416476157e-09,1.1440608327,7.181150660119109e-10,2.0264367829414266e-09,0.290711891,1.828798825,1.3083217169295156e-09,1.538086934,0.7806348977562643,1.3444100960698855,0.5806523619826232
44,Netherlands,1975,2020,3.4247491608425835e-10,0.5113901838,5.625183827136085e-10,2.601280320058281e-10,0.596340588,0.533577849,-3.0239035070778033e-10,-0.06276273899999996,-0.8829562006035616,-0.12272965142511591,7.194318490689282
45,New Zealand,1975,2020,4.3757933909652067e-10,0.3551407968,4.455155541526884e-10,7.434410342228551e-10,0.256736115,0.769520232,2.9792548007016663e-10,0.512784117,0.6808490562769707,1.4438896393217757,0.4715381548113188
46,North Macedonia,1975,2020,5.843429112980576e-11,0.011068976500000001,0.0,5.642412171180336e-10,0.0,0.107365182,5.642412171180336e-10,0.107365182,9.655994899717872,9.69964856280976,0.9954994593041995
47,Norway,1975,2020,9.945277895252798e-10,0.3097405206,1.2491115414397617e-09,1.067061228631162e-09,0.26801265,0.453816804,-1.8205031280859969e-10,0.185804154,-0.18305201194578805,0.5998703483808893,-0.30515262579633073
48,Oman,1975,2020,1.7913314143223164e-09,0.6513172693,0.0,2.992145908945275e-09,0.0,1.400388054,2.992145908945275e-09,1.400388054,1.6703474773132596,2.1500858644590526,0.7768747773863943
49,Pakistan,1975,2020,5.853818141830318e-10,2.5482895237,3.656693589345149e-10,9.945984937024296e-10,0.639168462,6.474846506,6.289291347679146e-10,5.835678044,1.0743913109867587,2.2900372935359647,0.46915887091420655
50,Peru,1975,2020,6.482169999672198e-10,0.8902583971,4.1761128473113834e-10,1.148777469892146e-09,0.376783895,1.847320045,7.311661851610075e-10,1.47053615,1.127965149321882,1.6518082331941422,0.6828668889370457
51,Philippines,1975,2020,1.5599322346262016e-09,3.0737113365999997,8.539927712263134e-10,3.4932591956264043e-09,0.772709384,8.766294268,2.639266424400091e-09,7.993584884,1.6919109470370837,2.6006296651272858,0.6505774235080389
52,Poland,1975,2020,9.239573013279664e-10,3.2482893457000004,1.337616816643583e-09,9.274642381630332e-10,3.335742568,4.607323703,-4.1015257848054986e-10,1.2715811349999995,-0.4439085852680142,0.39146178177854907,-1.1339768169735007
53,Portugal,1975,2020,1.476238631230537e-09,1.5166845154000002,1.0774374676649277e-09,9.311742671371495e-10,0.772599825,1.381807824,-1.462632005277782e-10,0.609207999,-0.09907829088977213,0.40167087671448376,-0.24666535871406753
54,Qatar,1975,2020,3.488326082713863e-09,0.5386236560000001,2.8653519549210306e-10,4.353995235067191e-09,0.021286365,0.993868937,4.067460039575088e-09,0.972582572,1.1660205907157246,1.8056811303512446,0.6457511080535621
55,Romania,1975,2020,1.1175327693995766e-09,1.8830654267,1.6469845979101832e-09,9.736640147671945e-10,2.041635627,2.395647933,-6.733205831429888e-10,0.354012306,-0.6025063439569183,0.18799787887370065,-3.2048571375727577
56,Russia,1975,2020,1.2788929749075601e-09,12.5936418342,1.7752734001108075e-09,1.087920085820545e-09,13.02781584,15.06154973,-6.873533142902626e-10,2.033733889999999,-0.5374596059063858,0.16148894154485774,-3.3281511462324644
57,Saudi Arabia,1975,2020,2.12846707675714e-09,4.8410933671,2.0055460179415073e-10,4.304868515531413e-09,0.211321451,13.08743727,4.104313913737262e-09,12.876115819,1.9282957009560395,2.6597536636053944,0.7249903355118096
58,Singapore,1975,2020,8.836584540013297e-09,0.9772195269999999,2.5103598903842776e-09,6.182965062161904e-09,0.220982583,0.758842227,3.672605171777626e-09,0.5378596440000001,0.41561365198822614,0.5503979700970508,0.7551147979614489
59,Slovakia,1975,2020,4.283974110318394e-10,0.2780682034,0.0,1.0611698876139188e-09,0.0,0.772850946,1.0611698876139188e-09,0.772850946,2.477068862433089,2.779357497729638,0.8912379441854895
60,Slovenia,1975,2020,3.693128899227932e-10,0.09086617059999999,0.0,5.458430982232676e-10,0.0,0.152692454,5.458430982232676e-10,0.152692454,1.4779963362160986,1.6804103550502218,0.879544887220078
61,South Africa,1975,2020,3.853646703414613e-10,1.6774529737000001,4.64222194340581e-10,3.543370114725881e-10,1.104092638,2.411433785,-1.0988518286799292e-10,1.3073411469999998,-0.28514597036263495,0.779360833058923,-0.3658715684280181
62,Spain,1975,2020,1.5783284983331442e-09,5.5968282317,1.7084311916879995e-09,1.1162453767705002e-09,4.342534935,5.385038329,-5.921858149174994e-10,1.0425033940000006,-0.37519807539615513,0.18626681949882656,-2.014304407009638
63,Sri Lanka,1975,2020,9.61134386078199e-10,0.7120465343,2.7124261014480534e-10,1.7644598791373203e-09,0.080189549,1.830269885,1.493217268992515e-09,1.7500803360000001,1.5535988417659474,2.457817364030108,0.6321050801018411
64,Sweden,1975,2020,8.722901787335772e-10,0.7030063442000001,1.0687341026649484e-09,1.0510200696948384e-09,0.640514338,1.072125898,-1.7714032970109962e-11,0.4316115599999999,-0.02030750018970504,0.6139511592760386,-0.03307673563749162
65,Switzerland,1975,2020,1.6853054042349168e-09,1.0979836339999998,1.8609906687123092e-09,1.5561158154888514e-09,0.905600222,1.334839931,-3.048748532234578e-10,0.4292397090000001,-0.18090184275049112,0.39093452371076065,-0.46274204957230725
66,Thailand,1975,2020,8.131430835859408e-10,3.9665009549000003,4.715643508016978e-10,1.2306031326600836e-09,0.828075209,8.839425531,7.590387818583858e-10,8.011350322,0.9334627535796574,2.0197525257376308,0.46216689504509906
67,Turkey,1975,2020,2.826513207029206e-09,8.1276128225,1.315686025871072e-09,5.114066301525118e-09,2.320959911,19.03714241,3.798380275654046e-09,16.716182499000002,1.3438395639574303,2.0567149129845257,0.6533912675371072
68,Turkmenistan,1975,2020,1.2379344677032426e-09,0.7597506725000001,6.943973635023203e-10,6.231510917194208e-10,0.232262519,0.503660145,-7.124627178289947e-11,0.271397626,-0.057552539041168874,0.35721932974004705,-0.16111261135574767
69,USA,1975,2020,4.2032303299803285e-10,21.746050696,3.561561840055042e-10,5.215584695086567e-10,12.6688197,34.23750849,1.6540228550315247e-10,21.568688790000003,0.3935123048655927,0.9918439486562669,0.39674820358456225
70,Ukraine,1975,2020,1.0466346268784316e-09,3.5872321531000004,1.6001577665562996e-09,7.423185381822508e-10,4.244069667,3.474616156,-8.578392283740488e-10,-0.7694535109999996,-0.8196167089679981,-0.21449782956897737,3.8210955822489057
71,United Arab Emirates,1975,2020,3.2016541222460337e-09,1.5090061087,0.0,4.555623637498589e-09,0.0,3.086787073,4.555623637498589e-09,3.086787073,1.4228968725399715,2.0455762605621586,0.6955970794014473
72,United Kingdom,1975,2020,7.913218568019511e-10,3.9455442955000004,8.731204345658845e-10,8.078351503052502e-10,3.374908755,4.890290401,-6.52852842606343e-11,1.5153816459999998,-0.08250155571903234,0.3840741688613998,-0.2148063119256649
73,Uzbekistan,1975,2020,5.410434796329666e-10,1.4094130261000002,8.376883986399235e-10,6.634409434295927e-10,1.245771693,2.682687506,-1.7424745521033086e-10,1.4369158130000002,-0.3220581372287065,1.0195136460290162,-0.3158938955678681
74,Venezuela,1975,2020,9.424007463531563e-10,1.0735717792,9.389210841064717e-10,4.092713527066368e-10,0.722646306,0.653176229,-5.296497313998349e-10,-0.06947007699999996,-0.5620217656336123,-0.06470929875948063,8.685332346477791
75,Vietnam,1975,2020,1.0314289475180542e-09,4.1822105132,1.9584153328521913e-10,2.0400462452352795e-09,0.158524302,10.88736946,1.8442047119500603e-09,10.728845158,1.7880094565775013,2.5653527301261723,0.6969838633027129
